image_path,label
C:\Users\csais\Desktop\total1\benign\ISIC_0000236_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000107_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015403_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015464_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013678_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016019_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016006_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016028_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016040_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000186_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012666_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000520_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015416_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012990_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016019_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013174_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000380_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000466_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000155_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000035_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000317_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016003_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016061_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000377_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012811_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015004_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000340_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014186_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000359_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015476_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000367_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016044_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012930_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000166_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000350_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012811_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013045_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000290_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014110_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015404_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014160_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015984_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010265_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000357_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010034_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001134_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000366_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000385_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012473_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015170_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015142_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016053_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000211_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000516_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015987_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014270_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000240_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000294_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016064_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014663_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012898_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000159_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013573_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011099_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000233_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000216_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014249_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010240_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000196_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016006_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013634_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014800_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000160_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000235_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016005_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011387_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000137_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015636_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015957_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000218_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000085_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015944_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015115_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000024_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011161_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000223_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000388_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012359_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000098_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000511_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013052_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014336_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016001_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000097_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000121_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000036_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000139_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000051_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000021_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014160_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011136_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000184_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001100_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000053_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015971_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013917_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013166_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000015_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000099_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000056_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011387_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000082_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000256_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000127_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012833_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012237_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000274_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000392_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000163_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015936_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015127_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012661_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001140_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012391_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000517_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001105_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000042_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013530_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015156_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013594_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015181_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000130_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000393_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011126_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015964_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010329_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013739_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012391_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016018_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000300_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015952_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013908_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010360_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000551_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015364_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012701_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000370_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010466_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000119_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000135_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000445_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015946_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012785_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015936_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000053_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013365_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015440_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000212_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012282_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000352_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015965_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000067_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014963_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013160_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013917_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012790_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014059_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015537_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012473_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000326_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015510_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012828_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000208_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014883_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000105_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000054_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016030_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000364_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011118_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000245_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000246_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011095_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000383_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015142_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000072_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013865_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010468_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014506_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016051_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010171_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000243_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000225_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000043_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000181_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013277_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013739_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014772_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000359_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013089_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000283_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014548_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000109_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001152_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012377_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016035_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012697_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012810_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016028_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016036_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014013_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012811_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000364_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014171_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012478_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014872_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015113_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000021_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000202_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000066_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012756_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012527_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015983_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012962_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010329_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016043_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016040_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012666_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011387_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000513_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000350_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000390_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014546_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010468_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013277_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016061_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000002_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015419_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000358_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016025_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013689_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000219_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015976_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000295_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013674_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000469_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000052_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010591_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013696_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013092_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013455_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013610_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000282_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013045_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015952_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016015_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015168_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000191_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016042_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001102_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015636_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000366_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015419_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015954_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010587_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016024_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016036_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015404_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012810_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012450_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011095_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013065_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001133_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000550_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000251_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013079_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016034_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000091_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015985_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000323_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015368_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015418_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000147_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000299_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012696_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015559_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013579_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013056_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016066_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000299_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013034_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013839_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000420_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013814_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015944_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015481_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000077_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010011_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016009_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000221_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015960_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000046_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016064_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000107_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000229_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000181_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010094_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012435_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000086_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013473_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016008_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010094_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000265_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000027_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000092_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014703_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000265_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012294_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000201_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012696_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012469_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010591_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010596_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013177_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014044_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000127_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014288_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000205_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000320_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000020_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012854_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000547_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016033_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016049_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015937_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015938_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015971_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000511_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000227_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000171_seg_180.jpg,1
